food,foodon_iri,foodex_iri,foodex_embed_avail
08530 - parsley (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540853,A00YE,True
08540 - root parsley leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540854,A0DHY,True
08550 - sage and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540855,A0DHX,True
08560 - sage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540856,A00YH,True
08570 - borage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540857,A00VY,True
08580 - curry herb (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540858,A0DHV,True
08590 - greek sage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540859,A0DHT,True
08600 - jamé's sage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540860,A0DHS,True
"08610 - other species and hybrids of genus salvia, not elsewhere mentioned (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540861,A0DHR,True
08620 - rosemary and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540862,A0DHQ,True
08630 - rosemary (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540863,A00YF,True
08640 - santolina (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540864,A0DHP,True
08650 - thyme and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540865,A04KD,True
08660 - thyme (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540866,A00YQ,True
08670 - creeping thyme (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540867,A0DHN,True
08680 - cretan oregano (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540868,A0DHM,True
08690 - lemon savory (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540869,A0DHL,True
08700 - lemon thyme (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540870,A0DHK,True
08710 - marjoram (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540871,A00XX,True
08720 - mastic thyme (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540872,A0DHJ,True
08730 - oregano (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540873,A00XV,True
08740 - summer savory (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540874,A0DHH,True
08750 - syrian oregano (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540875,A0DHG,True
08760 - winter savory (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540876,A00YK,True
08770 - basils and mints (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540877,A0ESV,True
08780 - basil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540878,A00VV,True
08790 - mints (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540879,A00XZ,True
08800 - apple mint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540880,A0DHA,True
08810 - bergamot mint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540881,A0DGZ,True
08820 - corsican mint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540882,A0DGY,True
08830 - gingermint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540883,A0DGX,True
08840 - pennyroyal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540884,A00YA,True
08850 - peppermint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540885,A00YB,True
08860 - spearmint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540886,A00YC,True
08870 - water mint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540887,A0DGV,True
"08880 - other species and hybrids of genus mentha, not elsewhere mentioned (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540888,A0DGT,True
08890 - asiatic pennywort (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540889,A0DGS,True
08900 - greek bush basil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540890,A0DHF,True
08910 - hoary basil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540891,A0DHE,True
08920 - holy basil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540892,A0DHD,True
08930 - lemon balm (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540893,A00VT,True
08940 - lemon basil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540894,A0DHC,True
08950 - lesser calamint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540895,A0DGQ,True
08960 - lizard tail (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540896,A0DGP,True
08970 - rice paddy herb (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540897,A0DGG,True
08980 - thai basil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540898,A0DHB,True
08990 - vietnamese mint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540899,A00YR,True
09000 - laurel and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540900,A0DGE,True
09010 - laurel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540901,A00VX,True
09020 - curry leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540902,A00XG,True
09030 - kaffir lime leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540903,A00XN,True
09040 - siamese cassia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540904,A0DGD,True
09050 - wild betel leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540905,A0DGC,True
09060 - tarragon and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540906,A04KF,True
09070 - tarragon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540907,A00YP,True
09080 - aztec sweet herb (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540908,A0DGB,True
09090 - epazote (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540909,A00XJ,True
09100 - hyssop (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540910,A00XM,True
09110 - lemongrass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540911,A00XR,True
09120 - mexican oregano (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540912,A0DGA,True
09130 - common nettle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540913,A00PA,True
09140 - other urtica species (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540914,A0DFZ,True
09150 - russian tarragon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540915,A0DFY,True
09160 - stevia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540916,A0DFX,True
09170 - aniseed myrtle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540917,A00VS,True
09180 - lemon myrtle (fresh herb) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540918,A00XQ,True
09190 - evening primrose leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540919,A00XK,True
09200 - sassafras leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540920,A00YJ,True
09210 - white ginger (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540921,A00YS,True
09220 - wintergreen leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540922,A00YV,True
09230 - aromatic flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540923,A04LZ,True
09240 - marigold flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540924,A00XT,True
09250 - dwarf marigold (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540925,A0DGN,True
09260 - signet marigold (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540926,A0DGM,True
09270 - other marigold flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540927,A0DGL,True
09280 - pot marigold (edible flowers) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540928,A0DGH,True
09290 - nasturtium flowers and leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540929,A00YD,True
09300 - garden nasturtium (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540930,A0DGK,True
09310 - dwarf nasturtium (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540931,A0DGJ,True
09320 - processed or preserved vegetables and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540932,A00ZA,True
09330 - processed tomato products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540933,A04MB,True
09340 - preserved tomatoes not concentrated (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540934,A00ZB,True
"09350 - preserved tomato, whole or pieces (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540935,A00ZC,True
09360 - tomato puree (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540936,A00ZD,True
09370 - preserved concentrated tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540937,A00ZE,True
09380 - tomato paste (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540938,A00ZF,True
09390 - sun-dried tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540939,A00ZG,True
09400 - fermented or pickled vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540940,A00ZH,True
09410 - fermented vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540941,A0ETT,True
09420 - sauerkraut (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540942,A00ZK,True
09430 - pickled / marinated vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540943,A00ZJ,True
09440 - vegetable puree or paste (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540944,A0F3F,True
09450 - mashed vegetable puree (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540945,A00ZN,True
09460 - garlic puree (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540946,A00ZM,True
09470 - salted vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540947,A0ETR,True
09480 - candied or sugar preserved vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540948,A0ETS,True
09490 - dried vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540949,A00ZQ,True
09500 - dried mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540950,A00TY,True
09510 - canned/jarred vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540951,A0ETQ,True
09520 - sweet corn canned (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540952,A00ZP,True
09530 - canned mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540953,A00TZ,True
09540 - french beans canned (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540954,A0ESL,True
"09550 - starchy roots or tubers and products thereof, sugar plants (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540955,A00ZR,False
09560 - starchy roots and tubers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540956,A00ZS,True
09570 - potatoes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540957,A0DPP,True
09580 - potatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540958,A00ZT,True
09590 - potato boiled (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540959,A011P,True
09600 - potato baked (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540960,A011R,True
09610 - main-crop potatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540961,A00ZX,True
09620 - new potatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540962,A00ZV,True
09630 - andigena (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540963,A0DPM,True
09640 - tropical root and tuber vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540964,A00ZY,True
09650 - cassava roots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540965,A04JX,True
09660 - cassava roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540966,A00ZZ,True
09670 - blue taros (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540967,A0DPL,True
09680 - canna (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540968,A010K,True
09690 - chayote roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540969,A010N,True
09700 - taros (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540970,A010B,True
09710 - dasheen taros (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540971,A0DPK,True
09720 - eddoe taros (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540972,A0DPJ,True
09730 - konjac roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540973,A0DPN,True
09740 - tannias (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540974,A010A,True
09750 - sweet potatoes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540975,A0DPH,True
09760 - sweet potatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540976,A010C,True
09770 - yams and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540977,A04JY,True
09780 - yams (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540978,A010D,True
09790 - amazonian yam beans (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540979,A0DPG,True
09800 - american groundnuts tubers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540980,A0DPF,True
09810 - andean yam beans (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540981,A010F,True
09820 - mexican yam beans (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540982,A010E,True
09830 - arrowroots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540983,A0DPE,True
09840 - arrowroots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540984,A010G,True
09850 - lotus roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540985,A0DPD,True
09860 - other tropical root and tuber vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540986,A010H,True
09870 - topee tambu (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540987,A010J,True
09880 - goa bean root (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540988,A010P,True
09890 - alocasia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540989,A010Q,True
09900 - chinese water chestnut (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540990,A16FL,False
09910 - sugar plants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540991,A010R,True
09920 - roots used as sugar source (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540992,A0ETE,True
09930 - sugar beet roots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540993,A0CXQ,True
09940 - sugar beet roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540994,A010T,True
09950 - chicory roots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540995,A0CXM,True
09960 - chicory roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540996,A010Z,True
09970 - common polypody roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540997,A0CXL,True
09980 - yacon roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540998,A0CXK,True
09990 - stalks/canes/trunk sap or similar for sugar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540999,A0ESQ,True
10000 - sugar canes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541000,A0CXP,True
10010 - sugar canes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541001,A010V,True
10020 - agave leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541002,A0CXN,True
10030 - blue agave heart (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541003,A0BB7,True
10040 - sweet sorghum canes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541004,A010Y,True
10050 - other sugar plants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541005,A04HB,True
10060 - birches (trunk sap) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541006,A0CXJ,True
10070 - manna ashes (trunk sap) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541007,A0CXH,True
10080 - maples (trunk sap) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541008,A034A,True
10090 - palms (trunk sap) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541009,A0CXG,True
10100 - chilean coco palm (trunk sap) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541010,A0CXF,True
10110 - canary date palm (trunk sap) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541011,A0CXE,True
10120 - other not listed sugar plants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541012,A0CXD,True
10130 - starchy root and tuber products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541013,A011B,False
10140 - dried starchy roots and tuber products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541014,A16RD,False
10150 - dried potato products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541015,A011C,True
10160 - mashed potato powder (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541016,A011E,True
10170 - potato flour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541017,A011G,True
10180 - potato flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541018,A011D,True
10190 - canned starchy root products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541019,A16FM,False
"10200 - legumes, nuts, oilseeds and spices (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03541020,A011X,False
10210 - legumes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541021,A04RG,False
"10220 - legumes fresh seeds (beans, peas etc.) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03541022,A011Y,True
10230 - beans (fresh seeds without pods) and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541023,A011Z,True
10240 - azuki beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541024,A0BAH,True
10250 - black eyed peas (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541025,A012E,True
10260 - broad beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541026,A012A,True
10270 - borlotti or other common beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541027,A012B,True
10280 - field bean (fresh seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541028,A0BAJ,True
10290 - flageolet (fresh seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541029,A0BAM,True
10300 - kidney bean (fresh seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541030,A0BAL,True
10310 - navy bean (fresh seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541031,A0BAK,True
10320 - ervils (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541032,A0DFN,True
10330 - guar beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541033,A0DFM,True
10340 - jack beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541034,A012C,True
10350 - lablab beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541035,A0BAZ,True
10360 - lima beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541036,A012D,True
10370 - monantha vetches (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541037,A0DFL,True
10380 - mung beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541038,A0BAQ,True
10390 - rice beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541039,A0BAN,True
